Index,TARGETID ID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,Sky Cell ID,FWHM (arcsec),Sigma PSF,minlevel,Reff (arcsec),Reff_maj (arcsec),Eccentricity,Luminosity,processing_index,original_index
0,2842494018519054,30.412510288560437,-1.2161321627819055,main,dark,17810,4040358,1.0865099430084229,0.4613982904133733,134.88545,1.1620822535633373,1.1625283091424659,0.00019847088310931404,0.000498878220407351,0,0
1,2842562075295745,126.91678480549804,1.492287981389692,main,dark,21869,4550300,1.3244900107383728,0.5624591201919062,231.51532,2.416852359332521,2.5816700417975813,0.11498337350261201,0.002371965327033924,1,1
2,2842586905575427,166.8524571625006,2.514222738907887,main,dark,27082,4413606,1.1936099529266357,0.5068794770306739,169.63159,1.203117649398466,1.2116728629615532,0.012586135661570408,0.000335221661011825,2,2
3,2842629343543297,178.65025046475063,4.353567709399797,main,dark,27684,4414826,1.2174899578094482,0.5170203813996525,173.447,0.9892313326992767,1.1033369034041547,0.19611930764422358,0.000505818017865537,3,3
4,2842714362085392,230.41564867508183,7.73102665397223,main,dark,8268,3580141,1.0033700466156006,0.42609202717331773,269.96774,1.0934555338855951,1.1034172424870126,0.01854960521608129,0.0007866794810242179,4,4
5,2843493688934400,137.74251882467274,44.36428013817462,main,dark,5807,4504209,1.1883350014686584,0.5046394113963134,219.41739,1.062414205577582,1.1312859804046247,0.10389206768827464,0.0004357144543670353,5,5
6,2851316854423552,184.25236724047923,-0.1635759195271451,main,dark,26276,3444559,1.1842800378799438,0.5029174269086787,157.4359,2.2796996693216385,3.2050844685831974,0.26593673833377196,0.002690288717602442,6,6
7,2851377957044228,226.35844207277268,2.1267992060161505,main,dark,8196,3861123,0.959262490272522,0.40736127259351335,211.41425,1.277398528357217,1.2780263982214748,1.1102230246251565e-16,6.490686342137202e-05,7,7
8,2851461398528000,168.4621458447114,5.814038032233237,main,dark,27122,4414187,1.1885000467300415,0.5047094996655768,158.84532,2.406642520605205,3.38433827657554,0.3930094493902351,0.001801087338035246,8,8
9,2852276544733184,127.62073029249794,43.5077764928164,main,dark,6509,4503882,1.3453450202941895,0.5713154273223913,217.08725,0.9372293081738495,0.9394169454714935,0.0031208153924876525,0.0038065263088660722,9,9
10,39089837394892133,149.0843890295926,2.230382239927354,special,other,27247,4554945,1.2438650131225586,0.5282208361302659,148.34631,0.8523499486982828,0.879274781533451,0.059444839393714144,1.8505562263744542e-05,10,10
11,39089837394953887,148.96159084282607,1.2361677018537067,special,other,27246,4554941,1.1696799993515015,0.49671736140505307,144.07602,0.8641777001697498,0.8646024627816169,0.0,1.6859593567012496e-05,12,12
12,39089837394976150,151.07105438395791,3.345980244574287,special,other,27262,4536844,1.1920100450515747,0.5062000587123031,322.4048,0.7837463359349006,0.7905694506648557,0.016846401999894955,1.489626740707703e-05,13,13
13,39089837395015378,150.64616765077454,1.840279241166238,special,other,27256,4536805,1.113860011100769,0.47301279494846904,139.38982,1.1362450029095035,1.1518715851728838,0.021606126993381936,1.4302551347779702e-05,14,14
14,39089837395023107,150.51103688703833,2.806185471471246,special,other,27259,4536835,1.18982994556427,0.5052742557016208,200.33311,0.7900649580250931,0.8853059712164691,0.16132459910843655,1.879339381959636e-05,15,15
15,39089837395025959,150.34020338854114,1.016306313366283,special,other,27239,4536786,1.1509250402450562,0.4887528635887459,165.76128,0.9369906578869064,0.9398060807876326,0.008195429033551527,1.270199150590176e-05,16,16
16,39627190811231403,159.06186705797472,-25.596741960593167,sv1,dark,38872,4518263,1.306439995765686,0.5547939845859923,125.329765,1.0803790107814428,1.180003217058209,0.16350864191511927,2.847821162622427e-05,17,17
17,39627340367535432,55.062036996229175,-18.633430675082888,main,bright,36247,4157025,1.1623200178146362,0.4935918650205646,153.15913,2.349667364770957,2.3508222786812363,0.0,6.826117657244559e-05,18,18
